country,continent,ln_GDPpa,ln_NTLpa,NDVI,Temperature,Rainfall,RoadDensity,Elevation,CoastalProximity,UrbanArea,ArableLand,ForestCover,WaterBodies
Canada,Americas,12.110750283952376,13.39211188278347,0.5301346996888449,12.00554635985462,507.2125083335407,5.711748269922459,804.1413082756309,0,0,1,0,1
Guatemala,Americas,13.969335913817938,14.294383339359568,0.4531877640341945,5.423670176933538,689.8574885904034,3.7850675638638758,373.29823116086936,1,0,0,0,0
Ethiopia,Africa,12.153184034641406,11.19505987360869,0.5473991257040812,15.812332740364521,1022.4856974214368,5.246351211528058,408.2563456860382,0,0,0,1,0
Poland,Europe,15.075627518066891,15.994912339294254,0.6941257603830483,14.622515995867609,943.3464617240124,5.059613030320034,783.3576115333062,0,0,1,1,0
Kyrgyzstan,Asia,12.138059741164152,13.487186570211191,0.7518752585309705,17.429754474275214,957.2612849441567,6.189115382756202,701.9880142157672,0,1,1,1,1
Jordan,Asia,13.963241246536892,15.450873958564376,0.23774204164909807,14.572626878957939,1219.3266526660543,5.3811932702924885,353.3769032279652,0,0,0,1,0
Bosnia & Herzegovina,Europe,13.626664778685567,15.01289902321886,0.5988931231682488,18.199679864047674,762.641425950695,4.562917341497886,247.21681564751609,0,0,0,1,1
Romania,Europe,14.555536184760491,15.03549654636831,0.5229589012741404,18.576055024790186,972.3155003414165,2.0111910573330225,924.5392843543508,1,0,1,0,0
Belarus,Europe,13.736923661711629,14.252764214265088,0.5212920190408467,16.78345551037548,1069.4345414799811,3.026956567630946,626.4422044526101,1,1,0,1,0
United Republic of Tanzania,Africa,11.76751738130311,11.417832721620767,0.21797094573288706,23.09126227271762,1022.7714748950235,6.08404022101421,451.7419184901168,1,0,1,0,0
Sudan,Africa,11.443656595473335,11.646883653107825,0.39553690378868017,23.095256984001573,1060.8945099030796,4.502067540419114,325.4753650032251,0,0,0,0,0
Ecuador,Americas,13.524155586177326,14.665578815840476,0.6024927295871036,17.557536408602736,1279.405270687441,4.207279166945158,756.4485781103293,1,0,1,1,1
Mexico,Americas,14.000382957356235,14.720636904448105,0.7900649101449069,22.175107752836894,1072.8205867058257,3.398444117979878,164.35906745281363,1,0,0,1,1
Brazil,Americas,12.761757266346123,13.853010504639162,0.3651799622498252,19.015333207731175,914.9368153176031,7.869006576961914,401.2337713679877,1,1,0,0,0
Central African Republic,Africa,8.831501979546667,8.024959585729412,0.40410365215952326,13.155429231366693,1020.1239223431561,6.754965218176722,160.85849408430727,0,0,1,0,0
Haiti,Americas,13.391623506431172,13.111360548971648,0.14879484461461895,15.632379920095616,1074.9121307567764,7.878820718609919,485.7551089298521,1,1,1,0,0
Saudi Arabia,Asia,13.52330588445145,15.237693768006167,0.4457896252935237,16.936098374832664,1222.124161855853,3.506914945423382,546.7944269316218,1,1,0,0,0
Croatia,Europe,14.001500144731429,15.342353830598109,0.6448670632170266,18.548345219787915,1073.865308580553,2.8551105727445556,538.6094781552373,0,0,1,1,0
Vietnam,Asia,14.485391549942632,15.438481345434385,0.6338915470262416,21.866125754092895,1017.6974451611001,4.571678345449854,527.8321620201474,0,1,1,1,1
Mauritius,Africa,16.45666057824935,16.092314983749077,0.26402015481131236,20.789899103175017,569.3615466185936,3.670995966592426,680.2998290815992,0,0,0,1,0
Japan,Asia,16.407619502588556,15.904484747237024,0.3365712303057138,23.075461284865444,1033.2442173715044,6.188796408788632,651.7902796654312,1,0,0,0,0
Gabon,Africa,11.643744043965214,12.340644432273354,0.4215420527126892,20.442016114182618,945.0855908985175,7.089783872516579,423.7712403912017,0,1,0,1,0
Czech Republic,Europe,15.38418979387446,16.024227378493478,0.25865471121044536,22.018560502210676,948.2403420942476,3.343358477444914,491.19755383708554,1,1,0,1,0
Tunisia,Africa,13.544253722110568,14.909269761776072,0.3815553346481141,11.69779179153138,983.9966273843061,6.611512403376694,617.1061309873563,0,0,0,1,1
Colombia,Americas,13.262422034324178,13.648086948353836,0.5360197696910446,28.038959663061757,878.2026395547091,3.170143055394723,396.0641335542627,0,0,1,0,0
Myanmar,Asia,12.836790989775425,12.53919685110991,0.5619936375061246,26.726311526533824,912.6609219798446,2.4340241671704916,529.9606851366464,0,0,1,0,0
Lao People's Democratic Republic,Asia,12.270738657532227,12.349411025202787,0.6687409065888648,30.87212434255116,546.4925531955366,7.03971816514502,419.87888261650176,0,0,1,1,0
Honduras,Americas,13.01296542176587,14.127683822989397,0.31293584054270424,14.061586658427222,1156.9208221011295,2.035438805614888,431.1337188958651,0,1,0,0,1
Nigeria,Africa,13.860216981344925,13.874133041304466,0.446800835255243,25.824164451628345,1220.7902729270668,1.2873728812697722,139.43781471427513,0,0,1,1,0
Gambia,Africa,12.970284899995224,12.630805530502837,0.48843555202112066,13.204805879294605,1171.6296740823245,0.9838720712564522,346.5235713360289,0,0,1,0,1
Botswana,Africa,11.025789057345447,11.528456574103323,0.6345812966951829,18.681178694117506,855.8540442531576,7.388181694529786,729.6541334446155,0,1,1,0,0
Burkina Faso,Africa,11.808238342695782,11.756605544487368,0.5458342308332893,22.120825302535117,875.9732283385503,3.001371192589737,716.588629844867,0,0,0,1,0
Ukraine,Europe,13.700354317923274,14.511359896858016,0.5222144177703675,29.38774721048448,214.9633230637496,3.6253335316780615,512.0464447455922,0,1,0,1,1
Namibia,Africa,10.272295324641714,11.241838769409584,0.7570183313559444,22.02008459393386,1396.0238796274757,2.8605516527930974,691.6459446929246,1,1,0,0,0
Nepal,Asia,13.33013575600182,12.721816442828729,0.5405932985867652,28.915110916749178,1167.77402950917,4.84316408725866,625.6799789980436,0,0,1,0,0
"Moldova, Republic of",Europe,13.902438802887282,14.140252770581489,0.4249098380693961,23.539290202213138,792.7105242101703,4.356207187542381,613.0345060062297,0,0,1,1,0
Thailand,Asia,14.6254764625391,15.056870111298668,0.25189004121971853,20.982986094622834,833.01540396437,4.802790863793993,655.0687807147197,0,0,0,1,0
Swaziland,Africa,13.195439861761546,14.212157854268536,0.46961296707692696,8.380478499297013,774.7468173805074,4.76987629423422,682.1167257378827,0,0,1,1,0
Lebanon,Asia,16.157627048612305,17.0070103559044,0.6196575834568687,17.70501567196908,1082.5046177270196,4.174657770696876,318.88177279683765,0,1,0,1,0
South Africa,Africa,13.297230019537606,14.29591384733402,0.39629374475942614,9.124963615321604,941.2524000881793,4.93922425329876,491.64171765241434,0,1,0,0,0
Pakistan,Asia,14.02968811989021,14.233861227054378,0.7258677604643469,19.14842622324079,842.1203117839992,6.508555520834783,392.98895906909326,0,0,0,1,0
Cambodia,Asia,12.763920257612067,12.08840705765435,0.7492991805057745,22.676985326435247,866.7867527285399,8.578645264480286,396.409439402053,0,0,0,0,0
Hungary,Europe,14.85024371159476,15.443462508300644,0.3420006988222989,15.860074532336956,1144.1571972765855,7.745763939915064,517.5833736408074,1,0,1,0,1
Djibouti,Africa,12.0803792730881,12.437842182525149,0.409142969849202,23.281868933540533,1503.2698562770381,-1.2098734909126927,684.1107907172322,0,0,0,1,1
Georgia,Asia,13.625001708852194,14.566116090932514,0.5260191239654102,21.37332930053042,1344.8068643870356,4.749775001553163,192.13536168072164,0,0,0,1,0
Morocco,Africa,13.312758526292187,14.617118951329433,0.532811729686243,20.038403843997102,604.0420980853498,3.7196388662561706,511.8313411529259,0,0,0,0,1
Portugal,Europe,15.037732355805945,16.42064783539056,0.8198289687452387,15.351456815289081,936.2936394729492,6.773505530748499,644.5434168280373,0,0,0,0,1
Estonia,Europe,13.711884198552848,15.315097419459647,0.15774383508191275,28.103247011363017,1071.0151176314316,5.353199840886575,298.5962044000389,0,1,1,0,0
Jamaica,Americas,14.595289888536865,15.650713551979855,0.24576499974098986,21.856581160137775,815.9875402607637,3.9809683430500984,286.20755247866396,0,0,0,1,0
Switzerland,Europe,16.528710794743386,15.854642365225054,0.08149808952215637,24.11876117666688,1078.2026478151113,1.8923108824971275,545.6177555626573,0,0,0,1,0
Equatorial Guinea,Africa,13.95283317998546,13.288841185065232,0.31215119373707384,16.713078070153223,954.5215600971261,6.059224137390199,337.3093430134234,0,1,0,0,0
Austria,Europe,15.51350948740694,15.368607357956725,0.8059217231991835,13.845592531716195,487.8224180635797,3.7270401647300493,391.9250029838003,0,0,0,1,0
Niger,Africa,9.864661686895428,9.772289834669024,0.7030353134899742,14.12262125915138,1007.3882442127737,7.984680966159491,605.3366357319052,1,0,0,0,0
Kazakhstan,Asia,12.061030725658838,13.381607436877598,0.6661218935991029,18.151956458684104,722.750813818832,11.089719374870828,556.40224407534,1,1,0,0,0
France,Europe,15.469257055472855,15.999845098329503,0.509735170022177,21.85348168210615,1077.486152010511,6.473346790380026,697.8574055267794,0,0,1,0,0
Serbia,Europe,14.060755327613991,15.769413575663526,0.4671229476487547,16.347257173713153,1022.4204926582504,5.000567569661067,234.51006007177062,0,0,1,1,0
Algeria,Africa,12.197300428193914,14.298520518048123,0.5908339547761067,14.796344221514843,808.2026231902964,6.184634688122357,395.12887769526975,0,0,0,0,0
Uruguay,Americas,12.904317921878516,14.18056779502461,0.48528382047063917,22.78499526471514,706.1157267941944,5.051300871112323,743.3833817506621,1,0,0,0,0
Panama,Americas,14.289406400508064,14.30037935454382,0.4858001489285987,19.97883010545996,964.7893123289339,4.089377345481108,938.2129024967742,1,1,1,1,0
Togo,Africa,12.535830710978246,12.91731369696343,0.3325731792856894,27.10831332378586,1199.6697507126332,3.3819875862428086,343.23385148379276,0,1,1,0,0
Cameroon,Africa,12.111469856709776,11.457063235839367,0.5339234213719337,22.4147112934358,1332.3207368392482,4.313097178710133,692.7480289466214,0,0,1,1,0
United States of America,Americas,14.502533421331966,15.367409322179972,0.5373575451383589,20.389683540004768,1672.0100904948163,7.233153010764615,131.1715025469647,1,0,0,1,0
Dominican Republic,Americas,15.089879743635516,15.229961133200748,0.5393844806832739,18.15383664067372,698.8598429915314,6.6202654590999055,678.2363254287914,0,0,0,1,0
Yemen,Asia,11.22984988120107,12.494991397558048,0.26702729440529,31.62507140155102,808.5247417569971,5.634073957049786,609.8540529708087,0,0,1,0,0
Turkey,Asia,14.82659817444942,15.643316308121484,0.535869117992978,21.34702120740069,1286.5860856953848,6.662174603921557,320.8881689851934,1,1,0,1,0
Russian Federation,Europe,12.337482187848815,14.16110019264124,0.7681666540473244,18.683426949438797,941.2457447275148,2.7542380374174646,719.4121362927694,1,0,0,1,0
Zimbabwe,Africa,11.638779333533307,11.991764774233612,0.2625908908206991,6.746194268667905,935.4373632470356,5.145283265870946,540.3746706154493,0,0,0,1,0
Lithuania,Europe,14.078050099745113,14.81965304110286,0.6914086316126121,20.44122083328011,1195.2006679426509,1.6476521712206496,220.7692368403949,1,1,0,0,0
Finland,Europe,13.478201026329325,15.736135567960297,0.31617970707745036,26.01374495994376,1249.156372955678,2.39955531736293,617.7402963718528,1,0,0,0,1
Lesotho,Africa,12.24999273459339,12.791584420269288,0.6739269303366083,16.112576395151198,494.1542786916602,5.750455562291581,746.9269466781957,1,0,0,0,0
Mauritania,Africa,9.92846009550082,10.143990518998134,0.2850245756320654,15.949785602217801,1161.6870757339166,4.999167958332435,865.7147337906381,1,0,0,0,0
Azerbaijan,Asia,14.286768391064344,15.082639195431716,0.47853926924974916,18.00144203742784,756.705558567653,4.122472273513345,486.62897622000844,0,0,1,1,0
Burundi,Africa,12.680556758109184,11.10575485868644,0.2982897077813722,19.13845343317531,891.1329731001767,5.340634564919611,689.5404705581304,0,0,1,0,0
Philippines,Asia,14.828927003624178,13.894246061203692,0.6932981548257235,23.08838024165016,1462.4227477212285,5.148643214080557,253.4812994247849,0,0,0,0,0
Tajikistan,Asia,12.436160527301006,13.410894842638143,0.3590142613668452,23.322588789659175,810.8856231243651,4.180378338545507,538.1105575022546,0,0,1,1,0
Madagascar,Africa,11.171266160278542,10.098697246464551,0.6940864209237142,20.43507748697512,953.7166750039717,3.8797605433907525,807.2309182668589,1,0,0,1,0
U.K. of Great Britain and Northern Ireland,Europe,16.306881019172792,16.39357191523124,0.47345230079151895,22.46330116650655,1017.3304491100848,4.96358514587514,627.6385572723465,1,1,0,1,0
Greece,Europe,14.567277186470196,15.707089703246952,0.624819468813903,23.02428997829053,968.087812868495,3.4382770944488596,633.404842092762,0,0,0,0,0
Bulgaria,Europe,14.040919379140671,14.952407903923142,0.6141522903275279,21.311982804510382,1360.67745770639,2.550726214365167,843.3299770274913,0,1,1,1,0
Senegal,Africa,12.412086935268048,12.441274181986715,0.62197326901454,14.468367651381461,901.4586842766706,3.9485560709339333,627.592234696463,1,0,0,0,0
West Bank,Asia,15.466688165040924,17.34493541884978,0.5889983361748942,22.27240792122435,741.105748276025,4.732012052542138,571.1303458275073,0,0,0,0,0
Spain,Europe,15.093446476150724,15.951387161491352,0.4576217853018289,13.735280215273862,1089.6876679076606,9.589747077676876,94.79184998195399,0,1,0,1,0
Democratic Republic of the Congo,Africa,10.461471187836471,10.646230286443677,0.31936382827754883,22.51856049164781,1391.9452573932026,4.539773611976226,378.7453257034308,1,0,0,0,1
Guinea-Bissau,Africa,11.477345247890185,10.442962957512425,0.5575439065075928,12.161506998609932,1020.0290755971038,5.513482005308703,337.25689513387,0,0,0,0,0
Mongolia,Asia,9.94548047994684,10.878315084587015,0.6151544551031698,20.818523932990317,642.2912403522531,7.634120053967232,357.0499619851287,0,0,0,0,0
Mozambique,Africa,10.723133075636634,11.834113064485631,0.5346775745164307,18.871131544743587,820.5633691913558,5.337387252149278,392.263677526444,1,0,0,1,1
Nicaragua,Americas,12.531536419010822,13.2180151093481,0.6566610025817666,14.533791348067584,560.8927155593167,8.224310665872913,652.1213940414661,1,0,1,1,0
Liberia,Africa,10.970913519263783,10.4542270394606,0.3203963032826067,29.947843291921167,1101.5948856030532,6.225226342301247,-123.0788713803579,0,0,1,0,0
Rwanda,Africa,13.75426796545192,13.298124574198704,0.4208782234746006,12.649889810079419,500.5628960176825,4.711516414621274,291.4524818684406,0,0,1,1,0
Republic of Korea,Asia,16.850984866871787,16.823989218668576,0.3946610927914813,24.776404117459663,1059.3959567347322,-0.03893239752436184,530.6260073432983,0,0,0,0,1
Venezuela,Americas,9.546784765922286,15.104627962640578,0.36222923633248333,14.703657419008831,1009.8920614455872,1.9562112274717829,193.42500192862235,0,0,1,1,0
India,Asia,14.739823851504166,15.068723219012162,0.560650433117524,23.993194155706163,1208.5802641679538,3.1889238162198357,514.3966499895176,0,0,0,0,0
Egypt,Africa,13.96096863130183,15.070402788188868,0.5784281917588129,15.72315868775123,751.9479120749057,6.075567095925089,703.894965936542,0,1,0,1,0
Germany,Europe,16.287648670617486,15.97894525594021,0.35934098503669964,25.652983645306566,682.0620568607271,7.387371488629244,433.18816405906296,0,0,0,0,0
Sierra Leone,Africa,12.09792898533718,10.870797132532228,0.3950604707163308,13.616781823501945,981.5100051852044,3.698277949602987,329.3429345388812,0,0,1,1,1
Côte d'Ivoire,Africa,12.750529632382216,13.16137828205192,0.6065284456148252,13.468373847280748,1147.3684241020285,4.091114588477143,236.0982322939945,0,0,0,0,0
Belgium,Europe,16.642139760590897,17.36012970887001,0.5564490838368178,28.35412872298136,736.4537460915524,3.3253066989684594,731.7601418092243,0,0,0,1,0
Bangladesh,Asia,15.305739891970273,14.3541217497217,0.7833222814322377,19.214362714727812,1126.406009179337,4.19333723057823,325.1990622565437,1,0,0,1,0
Norway,Europe,13.28725860067454,14.70256663663877,0.3882721256416364,26.155580240043008,1567.451123214254,5.275846847365044,300.4023320592901,0,0,1,1,0
Denmark,Europe,15.747193196636012,15.710792411574088,0.7662024610631213,15.811758146045333,889.5244843218769,5.017730039823883,648.2175299077502,0,1,0,1,0
Sweden,Europe,13.790464962490944,15.0405507993428,0.30797580005882236,26.970778890976934,1185.880441097299,3.993754132458476,344.41141495402843,1,0,1,0,1
Bolivia,Americas,11.33032172978165,12.758724712573224,0.18539052895972402,23.37925582298397,706.3586284972471,5.1153946174776275,744.5159283559418,0,0,1,1,0
China,Asia,14.53758485149208,14.50636342922598,0.5563077765085911,23.22291376642891,756.6667078310445,4.338087977918857,623.6223249384219,1,0,0,1,0
Ghana,Africa,13.33790709332558,13.89855605466832,0.4227822502680361,24.064183964069485,784.8372182391321,3.9477681560403743,654.4343679754473,1,0,0,1,0
Iraq,Asia,13.810115879159808,16.567044308602398,0.34994121231469427,16.878271688880602,1031.913521848316,5.526617433010895,603.5291004159602,0,0,0,0,0
Angola,Africa,12.125992748833848,12.157647068656871,0.44925920612916287,12.807015454804718,1309.2461335458,7.942959908067289,479.0413563263364,1,1,0,1,0
Malaysia,Asia,14.636559180989927,15.18554653420606,0.6360590189025226,21.646595478007235,739.7330703988284,4.792158744095431,296.55475662324596,0,0,0,1,0
Kenya,Africa,12.76574052656826,12.460392131690666,0.37664423042908335,14.316140489202134,809.0249593107408,3.577953086879683,165.13794111224144,0,0,0,1,0
New Zealand,Oceania,13.455678811065953,13.617568882468328,0.2548016412513592,18.87944161886333,1066.7820004535415,5.885226158221619,920.859090174495,0,0,0,1,1
