23.65	38.12	9.235408287	10.33020644	0.031279947	-1.33233141	-2.872689814
-90.52	14.62	8.919020117	9.48678212	0.016221772	-2.517823254	-2.607142667
114.15	22.43	8.65477375	10.84040907	0.062446723	-1.360886314	-2.688524755
-87.20	14.10	8.58445502	8.802783627	0.00623796	-2.169925285	-2.52093525
106.76	-6.29	7.784589627	9.135140753	0.038587175	-2.147084003	-2.645795699
77.22	28.57	7.574345369	8.530084813	0.027306841	-2.180164499	-2.678962027
-6.26	53.34	9.473958249	10.70976101	0.03530865	-1.748178004	-2.878854605
34.86	31.92	9.644452876	10.66822573	0.029250653	-1.26709735	-2.539973386
12.52	41.88	9.723139435	10.83180723	0.031676223	-1.371551633	-2.938048799
-76.80	18.02	8.812603338	8.948487722	0.003882411	-1.657599238	-2.689182094
35.93	31.95	9.085485624	9.696051895	0.017444751	-2.031136985	-2.379895068
139.81	35.68	8.947557694	10.51143378	0.044682174	-1.168819392	-2.80682851
36.83	-1.17	7.468683697	7.848824053	0.010861153	-2.150500098	-2.454210378
126.94	37.54	8.405331424	10.390151	0.056709131	-1.320976023	-2.619562998
80.09	7.02	8.072699416	8.905477468	0.023793659	-2.316966975	-2.698742931
-6.75	33.92	8.422955197	9.287126059	0.024690596	-2.036715976	-2.573408002
47.50	-18.87	7.797448917	7.546763638	-0.007162437	-3.560148185	-2.641437796
-99.13	19.43	9.499808473	9.949771114	0.012856075	-1.715121682	-2.514812632
-7.99	12.65	7.925166399	7.433776329	-0.014039716	-2.601752114	-2.50705967
32.57	-25.96	7.866633887	7.407398187	-0.01312102	-3.817650059	-2.729166908
-15.78	18.03	7.955425962	7.873561545	-0.002338983	-2.90848814	-2.499607114
59.57	-20.10	8.793558928	10.12869187	0.038146655	-2.086373714	-2.756495529
33.82	-13.92	6.736514641	7.363529908	0.017914722	-1.93110858	-2.594300123
101.71	3.15	8.721480367	10.11860035	0.039917714	-1.640710365	-2.564032783
2.08	13.60	7.920831679	7.442046305	-0.013679582	-2.60374017	-2.577576773
3.30	6.45	7.784974643	7.569123468	-0.006167176	-2.703612638	-2.504719034
-86.27	12.15	9.124654158	8.673828485	-0.012880734	-2.309708522	-2.526776239
4.89	52.37	10.16750113	10.70913036	0.015475121	-1.4081104	-2.713510255
10.72	59.93	9.951871616	10.78245184	0.023730864	-1.127157512	-2.776006983
85.31	27.71	7.369639267	7.998776803	0.017975358	-2.264820574	-2.671772486
175.14	-41.21	10.33709156	10.5174952	0.00515439	-1.572847114	-2.674027682
73.06	33.72	7.606686212	8.827893957	0.03489165	-2.00171257	-2.595567639
-79.40	8.95	8.852856107	9.628196192	0.022152574	-1.652821059	-2.559530078
-76.82	-12.07	9.219055174	9.232702321	0.000389918	-1.611976709	-2.48545858
121.17	14.55	8.5721941	8.931720972	0.010272196	-1.923981226	-2.549469189
147.41	-9.55	8.294425506	8.92841977	0.018114122	-2.13518056	-2.674002372
-9.13	38.73	9.094204836	10.27439342	0.033719674	-1.605914202	-2.840291675
-57.67	-25.22	8.904749151	9.41269266	0.014512672	-2.249046523	-2.457055709
29.99	-2.12	7.424499413	7.31849237	-0.003028773	-3.411042814	-2.652061988
-16.85	14.63	8.231279429	8.023251711	-0.005943649	-2.648727117	-2.562992086
104.18	1.23	8.783648406	10.57607717	0.05121225	-0.888579065	-2.434084145
-12.91	8.38	7.816277885	7.805219709	-0.00032524	-3.624030812	-2.733766366
-89.20	13.70	9.224035155	9.502606051	0.007959168	-2.69024742	-2.641916246
18.08	59.24	10.05370839	10.59166576	0.015370211	-1.486828632	-2.819021814
36.31	33.52	8.530514138	9.679317357	0.032822949	-2.037596734	-2.540243455
15.24	12.10	8.036023815	7.853131129	-0.005225505	-2.3007297	-2.674770049
1.35	6.28	7.567283653	7.685315838	0.003372348	-2.756735747	-2.594535379
100.55	13.75	7.687045662	9.454336028	0.05049401	-1.207568824	-2.592721918
-61.49	10.64	9.482292628	10.06698893	0.016705609	-2.3326691	-2.716774186
10.17	36.82	8.876836903	9.728391168	0.025045714	-1.662038355	-2.568753315
32.85	39.93	8.57411376	9.554020239	0.027997328	-1.964226238	-2.683896736
39.25	-6.82	6.540302208	6.892691048	0.010068253	-1.323920894	-2.574570129
32.58	0.32	7.03026357	7.416126239	0.011024648	-3.981711255	-2.525711249
-56.17	-34.92	9.580822847	9.8868815	0.008744533	-2.139100335	-2.820735955
-76.95	38.89	10.3190412	10.93427284	0.017578047	-1.714722787	-2.70107659
-66.90	10.50	10.13825902	9.924040754	-0.006120522	-1.801006594	-2.482860352
28.22	-25.73	9.566688252	9.968144808	0.011470187	-2.038391209	-2.625417046
15.47	-4.39	7.68532678	6.483890914	-0.034326739	-3.003800038	-2.494562153
28.17	-15.43	8.110251387	7.79813259	-0.00891768	-1.634617533	-2.554915374
31.02	-17.83	7.934198867	8.605833299	0.019189555	-1.320549639	-2.488858193
